-0.7253698	-0.34923106	0.41355938	-0.5869124	0.080889456	-0.3753821	-0.37919077	0.13632156	0.33275396	0.48486036
-0.20518923	0.5938638	0.80918103	0.080260485	-0.69691104	-0.6848016	0.8023729	0.7167074	-0.9396009	-0.25626433
0.93594164	-0.64398706	-0.7763858	-0.9820839	-0.14667803	0.7501331	1.1973102	1.4823116	0.08468748	0.16830125
-0.54262894	0.87480366	1.355592	-0.25158978	-0.52423096	0.5371912	0.92318124	0.27544764	-0.4424248	-1.1684633
0.51207924	0.4846814	0.98305357	0.1594397	-1.3414541	-0.29885703	0.37254366	1.1201535	-0.41320208	0.39224333
-1.265609	-1.4656901	-0.271926	0.04709869	-1.4262846	0.75946295	-0.76618594	1.669184	-0.3679153	-1.7342228
1.4406034	-1.4358349	1.5462059	-0.5822291	-0.6912725	-0.9931017	0.53924626	-1.1672368	0.057498153	-1.150265
0.81043196	-0.34942606	-0.6119227	-1.1716517	-1.1003	1.2336881	1.4340415	-0.612419	0.01104078	0.73384386
0.8899638	-1.1126568	-0.83376056	1.125526	-1.4032745	-0.08156363	0.88504916	0.09076858	-0.9316234	-0.70785564
0.62580013	0.4259502	0.6409493	-0.7994368	1.2322723	0.87117314	1.8277262	-0.5998778	-0.15369885	-0.55530024
0.91340977	0.79811865	-0.73348445	-0.15121649	0.94970906	-0.5562123	0.28653955	1.4782279	-1.3303409	0.09088271
0.7174893	-1.5083655	1.1304133	0.1509459	0.48605505	1.2910397	-0.25878564	0.40953285	-1.746761	1.254696
1.9135096	-0.008364545	-0.39736634	-1.0302396	-0.5781097	0.29073846	0.99523616	0.56565595	1.0721877	0.42414716
0.7790173	0.5296494	-0.6780621	-1.3837776	0.9117499	-0.72847444	0.8690684	-0.63627046	-1.1460391	-0.23947202
1.8725176	-0.8580289	0.5522408	0.6568077	-0.92759323	-0.95346695	0.17942238	1.2882128	0.3000926	-0.8542382
1.4036031	-0.46668878	1.1727463	1.5573051	0.0197877	1.3796905	-0.81103563	1.0689136	-0.3813184	0.64541405
0.48002568	-1.5056561	1.3718041	-0.7125061	-0.13515338	1.5185375	-0.90508586	0.16580886	-1.7274938	0.76102877
-0.4962584	-0.81552553	-0.69711244	-0.8386317	0.92578715	0.5735382	-1.036536	-0.57343423	-1.4159201	-2.1912637
-0.22855788	-0.40253586	0.8716763	0.24238834	1.0003154	0.044903714	1.3996688	-0.7084154	-2.1509116	-1.12089
1.3078202	-0.3163707	0.2861123	1.3262379	-1.2452646	0.940034	0.8835925	-0.5914572	0.85999185	-1.2002017
1.5983995	0.30038974	-0.25685528	-1.7865556	0.14082307	-1.2042513	0.25286552	-0.13863476	0.06160789	0.156963
1.7032965	0.4488745	0.87234247	0.17409906	-1.7638541	-0.3725933	-0.35279045	-0.1923677	0.10565585	-0.5959369
2.081495	-0.3325219	0.45248467	1.1767306	0.0679585	0.09796685	0.071298435	-0.030723574	0.5501254	-2.4423075
1.4451158	0.91911864	-0.92947865	-1.4385395	0.6209718	-0.73668253	-0.8341349	0.5075151	-0.15851219	-0.97323686
0.6553649	-0.5694204	0.0062201144	-1.1867446	0.06665328	1.6602365	-2.027574	0.20062175	-1.1110094	0.13237736
